ticker,signal_now,score_now,close_now,change_20d_pct_now,signal_prev,score_prev,close_prev,change_20d_pct_prev,score_change,signal_change
ENB.TO,WATCH,66,79.43,0.8,WATCH,66.0,79.43,0.8,0.0,UNCHANGED
NOVN.SW,WATCH,66,126.9,0.49,WATCH,66.0,126.9,0.49,0.0,UNCHANGED
UNH,WATCH,66,423.56,4.38,WATCH,66.0,423.56,4.38,0.0,UNCHANGED
8306.T,WATCH,65,3754.0,16.12,WATCH,65.0,3754.0,16.12,0.0,UNCHANGED
RY.TO,WATCH,65,293.67,1.96,WATCH,65.0,293.67,1.96,0.0,UNCHANGED
SREN.SW,WATCH,65,134.5,5.24,WATCH,65.0,134.5,5.24,0.0,UNCHANGED
TMO,WATCH,65,572.32,16.28,WATCH,65.0,572.32,16.28,0.0,UNCHANGED
XLRE,WATCH,65,44.95,0.99,WATCH,65.0,44.95,0.99,0.0,UNCHANGED
VOD.L,WATCH,64,114.6,8.47,WATCH,64.0,114.6,8.47,0.0,UNCHANGED
ABBV,WATCH,63,256.92,9.38,WATCH,63.0,256.92,9.38,0.0,UNCHANGED
XLV,WATCH,63,161.44,5.28,WATCH,63.0,161.44,5.28,0.0,UNCHANGED
DB1.DE,WATCH,62,258.1,8.31,WATCH,62.0,258.1,8.31,0.0,UNCHANGED
EC,WATCH,62,16.33,11.93,WATCH,62.0,16.33,11.93,0.0,UNCHANGED
EWC,WATCH,62,58.82,2.67,WATCH,62.0,58.82,2.67,0.0,UNCHANGED
IJR,WATCH,62,144.88,0.32,WATCH,62.0,144.88,0.32,0.0,UNCHANGED
UUP,WATCH,62,28.56,0.11,WATCH,62.0,28.56,0.11,0.0,UNCHANGED
ARGT,WATCH,61,94.11,3.73,WATCH,61.0,94.11,3.73,0.0,UNCHANGED
ITUB,WATCH,61,8.35,5.96,WATCH,61.0,8.35,5.96,0.0,UNCHANGED
WOW.AX,WATCH,61,39.18,-2.63,WATCH,61.0,39.18,-2.63,0.0,UNCHANGED
TSCO.L,WATCH,59,480.3,4.44,WATCH,59.0,480.3,4.44,0.0,UNCHANGED
6098.T,WATCH,58,12055.0,7.25,WATCH,58.0,12055.0,7.25,0.0,UNCHANGED
8001.T,WATCH,58,1957.5,7.91,WATCH,58.0,1957.5,7.91,0.0,UNCHANGED
EWI,WATCH,58,59.72,1.48,WATCH,58.0,59.72,1.48,0.0,UNCHANGED
EWP,WATCH,58,59.02,1.13,WATCH,58.0,59.02,1.13,0.0,UNCHANGED
FMX,WATCH,58,127.08,3.25,WATCH,58.0,127.08,3.25,0.0,UNCHANGED
RR.L,WATCH,58,1415.6,0.67,WATCH,58.0,1415.6,0.67,0.0,UNCHANGED
TRP.TO,WATCH,57,98.46,-0.21,WATCH,57.0,98.46,-0.21,0.0,UNCHANGED
WFC,WATCH,57,86.19,2.24,WATCH,57.0,86.19,2.24,0.0,UNCHANGED
6902.T,WATCH,56,1977.0,6.26,WATCH,56.0,1977.0,6.26,0.0,UNCHANGED
GS,WATCH,56,1074.72,-0.2,WATCH,56.0,1074.72,-0.2,0.0,UNCHANGED
MUV2.DE,WATCH,56,509.0,6.55,WATCH,56.0,509.0,6.55,0.0,UNCHANGED
SBUX,WATCH,56,103.21,-0.31,WATCH,56.0,103.21,-0.31,0.0,UNCHANGED
AAL.L,WATCH,55,3721.0,0.08,WATCH,55.0,3721.0,0.08,0.0,UNCHANGED
GILD,WATCH,55,130.86,4.55,WATCH,55.0,130.86,4.55,0.0,UNCHANGED
LLY,WATCH,55,1185.87,6.14,WATCH,55.0,1185.87,6.14,0.0,UNCHANGED
NAB.AX,WATCH,55,40.39,7.68,WATCH,55.0,40.39,7.68,0.0,UNCHANGED
V,WATCH,55,351.6,5.83,WATCH,55.0,351.6,5.83,0.0,UNCHANGED
AMD,IGNORE,54,539.69,3.84,IGNORE,54.0,539.69,3.84,0.0,UNCHANGED
EWU,IGNORE,54,46.7,2.75,IGNORE,54.0,46.7,2.75,0.0,UNCHANGED
XLU,IGNORE,54,46.19,1.43,IGNORE,54.0,46.19,1.43,0.0,UNCHANGED
0005.HK,IGNORE,53,161.4,8.83,IGNORE,53.0,161.4,8.83,0.0,UNCHANGED
EWO,IGNORE,53,41.8,-0.48,IGNORE,53.0,41.8,-0.48,0.0,UNCHANGED
IWM,IGNORE,53,292.09,-1.55,IGNORE,53.0,292.09,-1.55,0.0,UNCHANGED
ANZ.AX,IGNORE,52,36.47,4.08,IGNORE,52.0,36.47,4.08,0.0,UNCHANGED
GREK,IGNORE,52,75.28,-0.48,IGNORE,52.0,75.28,-0.48,0.0,UNCHANGED
MS,IGNORE,52,215.18,-2.13,IGNORE,52.0,215.18,-2.13,0.0,UNCHANGED
EWZ,IGNORE,51,36.17,6.85,IGNORE,51.0,36.17,6.85,0.0,UNCHANGED
IBB,IGNORE,51,188.98,4.1,IGNORE,51.0,188.98,4.1,0.0,UNCHANGED
NU,IGNORE,51,14.19,13.88,IGNORE,51.0,14.19,13.88,0.0,UNCHANGED
XLE,IGNORE,51,59.38,10.85,IGNORE,51.0,59.38,10.85,0.0,UNCHANGED
BBD,IGNORE,50,3.66,8.61,IGNORE,50.0,3.66,8.61,0.0,UNCHANGED
EIRL,IGNORE,50,78.3,1.02,IGNORE,50.0,78.3,1.02,0.0,UNCHANGED
III.L,IGNORE,50,2758.0,8.93,IGNORE,50.0,2758.0,8.93,0.0,UNCHANGED
IMB.L,IGNORE,50,2823.0,1.55,IGNORE,50.0,2823.0,1.55,0.0,UNCHANGED
MA,IGNORE,50,530.29,7.26,IGNORE,50.0,530.29,7.26,0.0,UNCHANGED
PRU.L,IGNORE,50,1096.0,8.89,IGNORE,50.0,1096.0,8.89,0.0,UNCHANGED
SIE.DE,IGNORE,50,272.25,1.78,IGNORE,50.0,272.25,1.78,0.0,UNCHANGED
9433.T,IGNORE,49,2922.5,9.52,IGNORE,49.0,2922.5,9.52,0.0,UNCHANGED
IBE.MC,IGNORE,49,21.21,-2.21,IGNORE,49.0,21.21,-2.21,0.0,UNCHANGED
IBN,IGNORE,49,29.24,0.83,IGNORE,49.0,29.24,0.83,0.0,UNCHANGED
SAN.MC,IGNORE,49,11.98,1.27,IGNORE,49.0,11.98,1.27,0.0,UNCHANGED
TD.TO,IGNORE,49,167.87,-0.84,IGNORE,49.0,167.87,-0.84,0.0,UNCHANGED
CBA.AX,IGNORE,48,174.03,7.41,IGNORE,48.0,174.03,7.41,0.0,UNCHANGED
NTR.TO,IGNORE,48,96.48,12.26,IGNORE,48.0,96.48,12.26,0.0,UNCHANGED
2317.TW,IGNORE,47,252.5,1.61,IGNORE,47.0,252.5,1.61,0.0,UNCHANGED
ABT,IGNORE,47,100.75,11.34,IGNORE,47.0,100.75,11.34,0.0,UNCHANGED
DBC,IGNORE,47,30.31,14.59,IGNORE,47.0,30.31,14.59,0.0,UNCHANGED
EXPN.L,IGNORE,47,2744.0,8.89,IGNORE,47.0,2744.0,8.89,0.0,UNCHANGED
NOVO-B.CO,IGNORE,47,320.6,0.83,IGNORE,47.0,320.6,0.83,0.0,UNCHANGED
LSEG.L,IGNORE,46,8774.0,8.83,IGNORE,46.0,8774.0,8.83,0.0,UNCHANGED
RSP,IGNORE,46,211.92,0.73,IGNORE,46.0,211.92,0.73,0.0,UNCHANGED
SAN.PA,IGNORE,46,76.03,1.28,IGNORE,46.0,76.03,1.28,0.0,UNCHANGED
XBI,IGNORE,46,152.23,1.68,IGNORE,46.0,152.23,1.68,0.0,UNCHANGED
XOM,IGNORE,46,156.89,14.6,IGNORE,46.0,156.89,14.6,0.0,UNCHANGED
DBA,IGNORE,45,28.24,6.33,IGNORE,45.0,28.24,6.33,0.0,UNCHANGED
DIA,IGNORE,45,516.26,-0.44,IGNORE,45.0,516.26,-0.44,0.0,UNCHANGED
MDY,IGNORE,45,687.93,-0.45,IGNORE,45.0,687.93,-0.45,0.0,UNCHANGED
VTI,IGNORE,45,364.69,0.29,IGNORE,45.0,364.69,0.29,0.0,UNCHANGED
ADS.DE,IGNORE,44,173.6,-4.46,IGNORE,44.0,173.6,-4.46,0.0,UNCHANGED
ATD.TO,IGNORE,44,88.66,-5.44,IGNORE,44.0,88.66,-5.44,0.0,UNCHANGED
AXP,IGNORE,44,340.84,-0.5,IGNORE,44.0,340.84,-0.5,0.0,UNCHANGED
WCN.TO,IGNORE,44,236.4,-0.2,IGNORE,44.0,236.4,-0.2,0.0,UNCHANGED
WES.AX,IGNORE,44,87.25,-3.85,IGNORE,44.0,87.25,-3.85,0.0,UNCHANGED
AMX,IGNORE,43,25.95,-0.15,IGNORE,43.0,25.95,-0.15,0.0,UNCHANGED
BATS.L,IGNORE,43,4572.0,-3.77,IGNORE,43.0,4572.0,-3.77,0.0,UNCHANGED
GLEN.L,IGNORE,43,537.3,4.39,IGNORE,43.0,537.3,4.39,0.0,UNCHANGED
NVDA,IGNORE,43,208.76,4.9,IGNORE,43.0,208.76,4.9,0.0,UNCHANGED
2330.TW,IGNORE,42,2350.0,0.43,IGNORE,42.0,2350.0,0.43,0.0,UNCHANGED
CVX,IGNORE,42,194.42,13.4,IGNORE,42.0,194.42,13.4,0.0,UNCHANGED
KO,IGNORE,42,81.17,0.71,IGNORE,42.0,81.17,0.71,0.0,UNCHANGED
MELI,IGNORE,42,1798.7,8.38,IGNORE,42.0,1798.7,8.38,0.0,UNCHANGED
PANW,IGNORE,42,325.63,14.15,IGNORE,42.0,325.63,14.15,0.0,UNCHANGED
SHEL.L,IGNORE,42,3305.5,14.06,IGNORE,42.0,3305.5,14.06,0.0,UNCHANGED
1299.HK,IGNORE,41,78.1,8.17,IGNORE,41.0,78.1,8.17,0.0,UNCHANGED
6367.T,IGNORE,41,23880.0,0.13,IGNORE,41.0,23880.0,0.13,0.0,UNCHANGED
9432.T,IGNORE,41,151.3,5.22,IGNORE,41.0,151.3,5.22,0.0,UNCHANGED
EWN,IGNORE,41,67.1,-0.77,IGNORE,41.0,67.1,-0.77,0.0,UNCHANGED
ITX.MC,IGNORE,41,54.46,-2.75,IGNORE,41.0,54.46,-2.75,0.0,UNCHANGED
MDLZ,IGNORE,41,60.05,-2.74,IGNORE,41.0,60.05,-2.74,0.0,UNCHANGED
ULVR.L,IGNORE,41,4575.5,-0.54,IGNORE,41.0,4575.5,-0.54,0.0,UNCHANGED
VT,IGNORE,41,154.31,0.03,IGNORE,41.0,154.31,0.03,0.0,UNCHANGED
ASML.AS,IGNORE,40,1563.0,-0.96,IGNORE,40.0,1563.0,-0.96,0.0,UNCHANGED
EWA,IGNORE,40,28.49,2.08,IGNORE,40.0,28.49,2.08,0.0,UNCHANGED
GE,IGNORE,40,349.0,-4.61,IGNORE,40.0,349.0,-4.61,0.0,UNCHANGED
IJH,IGNORE,40,75.45,-0.41,IGNORE,40.0,75.45,-0.41,0.0,UNCHANGED
NG.L,IGNORE,40,1237.5,-0.64,IGNORE,40.0,1237.5,-0.64,0.0,UNCHANGED
OR.PA,IGNORE,40,374.7,-3.43,IGNORE,40.0,374.7,-3.43,0.0,UNCHANGED
BP.L,IGNORE,39,548.4,16.83,IGNORE,39.0,548.4,16.83,0.0,UNCHANGED
EWW,IGNORE,39,75.0,1.64,IGNORE,39.0,75.0,1.64,0.0,UNCHANGED
WTB.L,IGNORE,39,2437.0,-0.73,IGNORE,39.0,2437.0,-0.73,0.0,UNCHANGED
6501.T,IGNORE,38,4850.0,6.5,IGNORE,38.0,4850.0,6.5,0.0,UNCHANGED
8058.T,IGNORE,38,4918.0,11.77,IGNORE,38.0,4918.0,11.77,0.0,UNCHANGED
9618.HK,IGNORE,38,118.1,19.59,IGNORE,38.0,118.1,19.59,0.0,UNCHANGED
BAS.DE,IGNORE,38,48.57,1.7,IGNORE,38.0,48.57,1.7,0.0,UNCHANGED
BLK,IGNORE,38,1037.16,5.55,IGNORE,38.0,1037.16,5.55,0.0,UNCHANGED
ENI.MI,IGNORE,38,22.96,13.58,IGNORE,38.0,22.96,13.58,0.0,UNCHANGED
RIO.L,IGNORE,38,6869.0,-4.17,IGNORE,38.0,6869.0,-4.17,0.0,UNCHANGED
TXN,IGNORE,38,284.99,-5.98,IGNORE,38.0,284.99,-5.98,0.0,UNCHANGED
VALE,IGNORE,38,14.83,-0.07,IGNORE,38.0,14.83,-0.07,0.0,UNCHANGED
VOO,IGNORE,38,678.61,0.43,IGNORE,38.0,678.61,0.43,0.0,UNCHANGED
6758.T,IGNORE,37,3409.0,6.63,IGNORE,37.0,3409.0,6.63,0.0,UNCHANGED
BHP.AX,IGNORE,37,58.85,-0.24,IGNORE,37.0,58.85,-0.24,0.0,UNCHANGED
DGE.L,IGNORE,37,1562.5,-0.89,IGNORE,37.0,1562.5,-0.89,0.0,UNCHANGED
ENEL.MI,IGNORE,37,9.93,-1.69,IGNORE,37.0,9.93,-1.69,0.0,UNCHANGED
0388.HK,IGNORE,36,399.0,8.84,IGNORE,36.0,399.0,8.84,0.0,UNCHANGED
7203.T,IGNORE,36,2897.0,7.28,IGNORE,36.0,2897.0,7.28,0.0,UNCHANGED
BA.L,IGNORE,36,1971.0,9.02,IGNORE,36.0,1971.0,9.02,0.0,UNCHANGED
NESN.SW,IGNORE,36,80.67,-3.15,IGNORE,36.0,80.67,-3.15,0.0,UNCHANGED
REL.L,IGNORE,36,2568.0,8.68,IGNORE,36.0,2568.0,8.68,0.0,UNCHANGED
SGE.L,IGNORE,36,858.2,4.97,IGNORE,36.0,858.2,4.97,0.0,UNCHANGED
XLK,IGNORE,35,178.45,-2.51,IGNORE,35.0,178.45,-2.51,0.0,UNCHANGED
RMS.PA,IGNORE,34,1643.0,1.05,IGNORE,34.0,1643.0,1.05,0.0,UNCHANGED
SSE.L,IGNORE,33,2422.0,0.04,IGNORE,33.0,2422.0,0.04,0.0,UNCHANGED
SU.TO,IGNORE,33,93.48,20.54,IGNORE,33.0,93.48,20.54,0.0,UNCHANGED
ACWI,IGNORE,32,154.34,0.07,IGNORE,32.0,154.34,0.07,0.0,UNCHANGED
EWJ,IGNORE,32,91.1,-1.63,IGNORE,32.0,91.1,-1.63,0.0,UNCHANGED
VRTX,IGNORE,32,473.09,-0.44,IGNORE,32.0,473.09,-0.44,0.0,UNCHANGED
XLP,IGNORE,32,83.21,-1.46,IGNORE,32.0,83.21,-1.46,0.0,UNCHANGED
ASHR,IGNORE,31,34.78,-3.01,IGNORE,31.0,34.78,-3.01,0.0,UNCHANGED
AVGO,IGNORE,31,392.47,2.72,IGNORE,31.0,392.47,2.72,0.0,UNCHANGED
TUR,IGNORE,31,39.44,-0.3,IGNORE,31.0,39.44,-0.3,0.0,UNCHANGED
CNQ.TO,IGNORE,30,66.2,18.09,IGNORE,30.0,66.2,18.09,0.0,UNCHANGED
CSCO,IGNORE,30,112.76,-5.82,IGNORE,30.0,112.76,-5.82,0.0,UNCHANGED
TTE.PA,IGNORE,30,75.9,11.03,IGNORE,30.0,75.9,11.03,0.0,UNCHANGED
1211.HK,IGNORE,29,88.65,16.57,IGNORE,29.0,88.65,16.57,0.0,UNCHANGED
BRK-B,IGNORE,29,490.85,-0.8,IGNORE,29.0,490.85,-0.8,0.0,UNCHANGED
FXB,IGNORE,29,128.14,1.23,IGNORE,29.0,128.14,1.23,0.0,UNCHANGED
SAP.DE,IGNORE,29,140.2,3.74,IGNORE,29.0,140.2,3.74,0.0,UNCHANGED
WBC.AX,IGNORE,29,37.14,5.69,IGNORE,29.0,37.14,5.69,0.0,UNCHANGED
035420.KS,IGNORE,28,207500.0,3.91,IGNORE,28.0,207500.0,3.91,0.0,UNCHANGED
SOXX,IGNORE,27,551.24,-8.36,IGNORE,27.0,551.24,-8.36,0.0,UNCHANGED
SMH,IGNORE,26,580.17,-6.26,IGNORE,26.0,580.17,-6.26,0.0,UNCHANGED
USO,IGNORE,26,139.49,31.24,IGNORE,26.0,139.49,31.24,0.0,UNCHANGED
3690.HK,IGNORE,25,86.7,31.16,IGNORE,25.0,86.7,31.16,0.0,UNCHANGED
6861.T,IGNORE,25,71820.0,-7.17,IGNORE,25.0,71820.0,-7.17,0.0,UNCHANGED
EWL,IGNORE,25,61.87,-0.51,IGNORE,25.0,61.87,-0.51,0.0,UNCHANGED
MBG.DE,IGNORE,25,44.78,3.32,IGNORE,25.0,44.78,3.32,0.0,UNCHANGED
MCHI,IGNORE,25,53.35,3.73,IGNORE,25.0,53.35,3.73,0.0,UNCHANGED
PBR,IGNORE,25,19.0,15.5,IGNORE,25.0,19.0,15.5,0.0,UNCHANGED
ACN,IGNORE,24,138.74,7.43,IGNORE,24.0,138.74,7.43,0.0,UNCHANGED
EWH,IGNORE,24,22.44,6.1,IGNORE,24.0,22.44,6.1,0.0,UNCHANGED
EWT,IGNORE,24,99.84,-4.66,IGNORE,24.0,99.84,-4.66,0.0,UNCHANGED
IHG.L,IGNORE,24,156.6,-8.71,IGNORE,24.0,156.6,-8.71,0.0,UNCHANGED
DTE.DE,IGNORE,23,26.39,0.53,IGNORE,23.0,26.39,0.53,0.0,UNCHANGED
MU,IGNORE,23,990.21,-5.56,IGNORE,23.0,990.21,-5.56,0.0,UNCHANGED
RACE.MI,IGNORE,23,318.15,-1.24,IGNORE,23.0,318.15,-1.24,0.0,UNCHANGED
SPGI,IGNORE,23,420.0,10.34,IGNORE,23.0,420.0,10.34,0.0,UNCHANGED
VEA,IGNORE,23,69.78,-0.71,IGNORE,23.0,69.78,-0.71,0.0,UNCHANGED
9983.T,IGNORE,22,76220.0,-9.58,IGNORE,22.0,76220.0,-9.58,0.0,UNCHANGED
4063.T,IGNORE,21,6702.0,-6.27,IGNORE,21.0,6702.0,-6.27,0.0,UNCHANGED
9988.HK,IGNORE,20,110.0,15.79,IGNORE,20.0,110.0,15.79,0.0,UNCHANGED
LIN,IGNORE,20,506.32,-1.82,IGNORE,20.0,506.32,-1.82,0.0,UNCHANGED
AMAT,IGNORE,19,562.8,-4.44,IGNORE,19.0,562.8,-4.44,0.0,UNCHANGED
EWK,IGNORE,19,26.57,-0.26,IGNORE,19.0,26.57,-0.26,0.0,UNCHANGED
META,IGNORE,19,606.1,8.68,IGNORE,19.0,606.1,8.68,0.0,UNCHANGED
ANTO.L,IGNORE,18,3631.0,-5.07,IGNORE,18.0,3631.0,-5.07,0.0,UNCHANGED
CPG.L,IGNORE,18,30.29,-7.48,IGNORE,18.0,30.29,-7.48,0.0,UNCHANGED
EIS,IGNORE,18,119.29,-0.92,IGNORE,18.0,119.29,-0.92,0.0,UNCHANGED
EWD,IGNORE,18,49.7,1.8,IGNORE,18.0,49.7,1.8,0.0,UNCHANGED
FRDM,IGNORE,18,66.34,-7.49,IGNORE,18.0,66.34,-7.49,0.0,UNCHANGED
XLB,IGNORE,18,50.29,-1.7,IGNORE,18.0,50.29,-1.7,0.0,UNCHANGED
ADI,IGNORE,17,380.2,-7.98,IGNORE,17.0,380.2,-7.98,0.0,UNCHANGED
INTU,IGNORE,17,281.53,7.36,IGNORE,17.0,281.53,7.36,0.0,UNCHANGED
MC.PA,IGNORE,17,461.7,-6.87,IGNORE,17.0,461.7,-6.87,0.0,UNCHANGED
GLD,IGNORE,16,371.52,1.53,,,,,,NEW
QCOM,IGNORE,16,171.11,-13.32,IGNORE,16.0,171.11,-13.32,0.0,UNCHANGED
1810.HK,IGNORE,15,26.72,19.82,IGNORE,15.0,26.72,19.82,0.0,UNCHANGED
2318.HK,IGNORE,15,56.9,9.53,IGNORE,15.0,56.9,9.53,0.0,UNCHANGED
4519.T,IGNORE,15,7416.0,-1.57,IGNORE,15.0,7416.0,-1.57,0.0,UNCHANGED
CAT,IGNORE,15,894.54,-10.05,IGNORE,15.0,894.54,-10.05,0.0,UNCHANGED
EWY,IGNORE,15,173.86,-11.86,IGNORE,15.0,173.86,-11.86,0.0,UNCHANGED
VWO,IGNORE,15,58.1,-1.48,IGNORE,15.0,58.1,-1.48,0.0,UNCHANGED
EWG,IGNORE,14,40.59,0.1,IGNORE,14.0,40.59,0.1,0.0,UNCHANGED
FXE,IGNORE,14,105.03,0.25,IGNORE,14.0,105.03,0.25,0.0,UNCHANGED
GSK.L,IGNORE,14,1919.5,-3.2,IGNORE,14.0,1919.5,-3.2,0.0,UNCHANGED
INDA,IGNORE,14,47.63,-4.03,IGNORE,14.0,47.63,-4.03,0.0,UNCHANGED
PG,IGNORE,14,146.97,-3.33,IGNORE,14.0,146.97,-3.33,0.0,UNCHANGED
8035.T,IGNORE,13,62660.0,-16.83,IGNORE,13.0,62660.0,-16.83,0.0,UNCHANGED
COIN,IGNORE,13,161.16,7.36,IGNORE,13.0,161.16,7.36,0.0,UNCHANGED
HYG,IGNORE,13,79.23,-0.78,IGNORE,13.0,79.23,-0.78,0.0,UNCHANGED
LQD,IGNORE,13,106.26,-2.88,IGNORE,13.0,106.26,-2.88,0.0,UNCHANGED
TIP,IGNORE,13,107.49,-1.67,IGNORE,13.0,107.49,-1.67,0.0,UNCHANGED
TLT,IGNORE,13,83.17,-4.82,IGNORE,13.0,83.17,-4.82,0.0,UNCHANGED
ABX.TO,IGNORE,11,52.31,0.87,IGNORE,11.0,52.31,0.87,0.0,UNCHANGED
IGV,IGNORE,11,87.1,1.08,IGNORE,11.0,87.1,1.08,0.0,UNCHANGED
PYPL,IGNORE,10,56.0,31.83,IGNORE,10.0,56.0,31.83,0.0,UNCHANGED
2454.TW,IGNORE,9,3750.0,-3.35,IGNORE,9.0,3750.0,-3.35,0.0,UNCHANGED
MSFT,IGNORE,9,381.58,4.41,IGNORE,9.0,381.58,4.41,0.0,UNCHANGED
RIO.AX,IGNORE,9,159.99,-7.86,IGNORE,9.0,159.99,-7.86,0.0,UNCHANGED
UBER,IGNORE,9,68.91,-6.69,IGNORE,9.0,68.91,-6.69,0.0,UNCHANGED
ARKK,IGNORE,8,73.83,-3.77,IGNORE,8.0,73.83,-3.77,0.0,UNCHANGED
ECH,IGNORE,8,38.62,-1.86,IGNORE,8.0,38.62,-1.86,0.0,UNCHANGED
XLC,IGNORE,8,105.38,-1.09,IGNORE,8.0,105.38,-1.09,0.0,UNCHANGED
XLY,IGNORE,8,108.76,-5.48,IGNORE,8.0,108.76,-5.48,0.0,UNCHANGED
0700.HK,IGNORE,7,434.6,3.13,IGNORE,7.0,434.6,3.13,0.0,UNCHANGED
6954.T,IGNORE,7,6624.0,-9.96,IGNORE,7.0,6624.0,-9.96,0.0,UNCHANGED
AMZN,IGNORE,7,233.66,-0.26,IGNORE,7.0,233.66,-0.26,0.0,UNCHANGED
GDX,IGNORE,7,75.02,0.58,IGNORE,7.0,75.02,0.58,0.0,UNCHANGED
BCE.TO,IGNORE,6,29.91,-9.58,IGNORE,6.0,29.91,-9.58,0.0,UNCHANGED
KLAC,IGNORE,6,218.73,-9.04,IGNORE,6.0,218.73,-9.04,0.0,UNCHANGED
LRCX,IGNORE,6,319.78,-14.68,IGNORE,6.0,319.78,-14.68,0.0,UNCHANGED
SIFY,IGNORE,6,14.17,-4.51,IGNORE,6.0,14.17,-4.51,0.0,UNCHANGED
BKNG,IGNORE,5,172.83,-4.65,IGNORE,5.0,172.83,-4.65,0.0,UNCHANGED
EWQ,IGNORE,5,44.69,-0.33,IGNORE,5.0,44.69,-0.33,0.0,UNCHANGED
CSL.AX,IGNORE,4,114.22,-0.57,IGNORE,4.0,114.22,-0.57,0.0,UNCHANGED
HD,IGNORE,4,324.71,-5.29,IGNORE,4.0,324.71,-5.29,0.0,UNCHANGED
IEF,IGNORE,4,92.85,-1.98,IGNORE,4.0,92.85,-1.98,0.0,UNCHANGED
IFX.DE,IGNORE,4,64.41,-17.74,IGNORE,4.0,64.41,-17.74,0.0,UNCHANGED
SHY,IGNORE,4,81.77,-0.37,IGNORE,4.0,81.77,-0.37,0.0,UNCHANGED
005930.KS,IGNORE,3,249500.0,-30.4,IGNORE,3.0,249500.0,-30.4,0.0,UNCHANGED
CRM,IGNORE,3,156.93,2.73,IGNORE,3.0,156.93,2.73,0.0,UNCHANGED
